image,caption
278007543_99f5a91a3e.jpg,A tan dog runs along a beach near wood stumps .
278007543_99f5a91a3e.jpg,The brown dog is running in front of the water and the wooden sticks .
2780087302_6a77658cbf.jpg,A man in black shirt sits on a stool while trying to sell stuffed animals .
2780087302_6a77658cbf.jpg,A man is outside selling various toys .
2780087302_6a77658cbf.jpg,A vendor sells children 's toys as visitors walk by .
2780087302_6a77658cbf.jpg,A vendor sells inflatable toys and stuffed animals on the sidewalk .
2780087302_6a77658cbf.jpg,Man sits on stool beside toys .
2780105274_52360c4cca.jpg,A woman in brown shorts and green striped shirt stands with a small bag on her back .
2780105274_52360c4cca.jpg,a woman in green stands with her hands on her hips .
2780105274_52360c4cca.jpg,A woman is wearing a green striped shirt and a brown skirt .
2780105274_52360c4cca.jpg,Tattoed women in striped top wearing a backpack .
2780105274_52360c4cca.jpg,The woman in the green striped shirt and backpack has a tattoo on her back .
278105206_df987b0ca0.jpg,a balck and tan dog running through the snow .
278105206_df987b0ca0.jpg,A dog is running through the snow away from the wire fence .
278105206_df987b0ca0.jpg,A dog running through snow .
278105206_df987b0ca0.jpg,The dog is running through deep snow .
278105206_df987b0ca0.jpg,The dog is running through the snow .
2781296531_f6f0f6c0f5.jpg,A boy is splashed in the face by a playground toy at a water park .
2781296531_f6f0f6c0f5.jpg,A young boy at a water park being sprayed in the face by a spigot decorated to look like a seahorse .
2781296531_f6f0f6c0f5.jpg,A young boy is gettnig splashed in the face by a blue water toy .
2781296531_f6f0f6c0f5.jpg,The boy is running through the sprinklers .
2781296531_f6f0f6c0f5.jpg,The little boy is running through the sprinklers .
2782433864_5a0c311d87.jpg,The three dogs are standing in the sand .
2782433864_5a0c311d87.jpg,Three small dogs stand in the sand and stare at each other .
2782433864_5a0c311d87.jpg,"Three small dogs , two of which are sniffing noses ."
2782433864_5a0c311d87.jpg,Two dogs meet and check out a third dog at the beach .
2782433864_5a0c311d87.jpg,Two small dogs facing a third dog .
2782480767_064c95eff2.jpg,A girl holds her breath underwater in a pool .
2782480767_064c95eff2.jpg,A girl is about to emerge from a swimming pool .
2782480767_064c95eff2.jpg,A girl underwater in a pool .
2782480767_064c95eff2.jpg,A little girl is swimming under the crystal blue water .
2782480767_064c95eff2.jpg,A young girl in a swimming pool is coming up for air after being underwater .
2782850287_1408f7ec43.jpg,A girl and boy wearing swimming goggles have their arms around each other .
2782850287_1408f7ec43.jpg,A little boy and a little girl wearing goggles pose next to a swimming pool .
2782850287_1408f7ec43.jpg,The boy and girl are wearing swimming goggles .
2782850287_1408f7ec43.jpg,Two children in goggles standing beside a pool .
2782850287_1408f7ec43.jpg,Two children with goggles stand before a pool .
2783620390_02c166c733.jpg,A motorcycle racer is riding a black motorcycle .
2783620390_02c166c733.jpg,A motorcyclist is going a very high speeds .
2783620390_02c166c733.jpg,A motorcyclist is speeding on a road .
2783620390_02c166c733.jpg,A person rides a motorcycle quickly .
2783620390_02c166c733.jpg,"Motorcycle rider crouches on bike , blurry background ."
278388986_78ba84eb8f.jpg,Two hikers stand at the top of a snowy mountain .
278388986_78ba84eb8f.jpg,Two mountain climbers stand atop a snowy peak .
278388986_78ba84eb8f.jpg,"Two mountain climbers stand on the ridge of a tall , snowy mountain ."
278388986_78ba84eb8f.jpg,Two mountain climbers stand on the top of a mountain looking around .
278388986_78ba84eb8f.jpg,Two people stand on the top of a snow covered mountain .
2784408839_53a25a21eb.jpg,A person in a blue kayak is navigating rapids in a river .
2784408839_53a25a21eb.jpg,A person in a kayak is going over a small waterfall .
2784408839_53a25a21eb.jpg,A person kayaking down a small waterfall .
2784408839_53a25a21eb.jpg,A person kayak 's over a waterfall .
2784408839_53a25a21eb.jpg,The blue kayak is being ridden over a small waterfall .
2784625888_71a421e171.jpg,A black dog jumps a horizontal bar in a grassy feild .
2784625888_71a421e171.jpg,A black dog jumps a hurdle in a grassy area .
2784625888_71a421e171.jpg,A black dog jumps over a pole on green grass .
2784625888_71a421e171.jpg,A medium sized black dog jumps over a gate
2784625888_71a421e171.jpg,The black dog is jumping over the white pole in the grass .
278496691_c1fd93e2d8.jpg,a crowd of people walk .
278496691_c1fd93e2d8.jpg,A group of runners carry an injured runner out of a race .
278496691_c1fd93e2d8.jpg,"A man being carried by a group of other men , people looking on behind a barrier ."
278496691_c1fd93e2d8.jpg,Group carrying injured man as spectators watch from behind fence .
278496691_c1fd93e2d8.jpg,The injured athlete is being carried by several people .
2785108434_cd4a1c949c.jpg,A boy is jumping over shallow water near some large rocks .
2785108434_cd4a1c949c.jpg,A child jumping in the air on the beach .
2785108434_cd4a1c949c.jpg,A child jumps in the air over the watery beach .
2785108434_cd4a1c949c.jpg,A little kid jumps up into the air above the ocean .
2785108434_cd4a1c949c.jpg,A young boy jumps for joy in front of a rock formation .
2785115802_137fa30000.jpg,A black and white dog is swimming .
2785115802_137fa30000.jpg,A dog swims in the water .
2785115802_137fa30000.jpg,A dog swims through deep water .
2785115802_137fa30000.jpg,A large black and white dog is swimming in the water .
2785115802_137fa30000.jpg,The black and white dog swims with a brown object in its mouth .
278559394_b23af734b9.jpg,A man and an old woman stand and look at somthing behind the photographer .
278559394_b23af734b9.jpg,A man stands with several people silhouetted against a blue sky
278559394_b23af734b9.jpg,A young man stares into the distance while an older lady looks the other way .
278559394_b23af734b9.jpg,Group of people on a sunny day .
278559394_b23af734b9.jpg,Several people are standing around under a clear blue sky .
278608022_4175813019.jpg,"A girl , in a green field , plays soccer ."
278608022_4175813019.jpg,A girl is about to kick a soccer ball in the grass .
278608022_4175813019.jpg,A girl prepares to kick a soccer ball while a boy looks on .
278608022_4175813019.jpg,A male watches a young female playing soccer .
278608022_4175813019.jpg,Two kids playing soccer in a field .
2786245676_0a69543832.jpg,A little boy wearing a red wristband grins as he holds something .
2786245676_0a69543832.jpg,A small boy wearing a light blue shirt smiles as he holds something in his hand .
2786245676_0a69543832.jpg,A young boy smiling with something in his hand
2786245676_0a69543832.jpg,a young man wearing a blue striped shirt standing in front of a floral patterened couch
2786245676_0a69543832.jpg,"Near a window and a chair , a young boy in a blue shirt holds something in his hand and smiles ."
2786299623_a3c48bd318.jpg,a lone woman wearing a bikini on a beach walking a dog on a leash
2786299623_a3c48bd318.jpg,A woman in a bathing suit walks a dog on the beach .
2786299623_a3c48bd318.jpg,A woman in a bikini pulls a dog on a leash at the beach .
2786299623_a3c48bd318.jpg,A woman is standing at the beach with her dog on a leash
2786299623_a3c48bd318.jpg,A woman walking a dog on a beach .
2787276494_82703f570a.jpg,A little boy in green goggles and a white life jacket jumps into the water .
2787276494_82703f570a.jpg,A little boy in red shorts jumps into the water .
2787276494_82703f570a.jpg,A person jumps off of a ledge into a body of water .
2787276494_82703f570a.jpg,Boy with life jacket jumping into water
2787276494_82703f570a.jpg,Guy with ski jacket jumping off bridge into water
2787868417_810985234d.jpg,a blond girl in a pink bathing suit running through the sprinklers
2787868417_810985234d.jpg,A girl in pink runs through a sprinkler .
2787868417_810985234d.jpg,A girl runs through sprinklers on a lawn .
2787868417_810985234d.jpg,A little girl in pink in running through a sprinkler .
2787868417_810985234d.jpg,A little girl wearing a pink dress is running across the grass .
2788628994_61123c03d2.jpg,A man in a blue jacket bikes down a forest path .
2788628994_61123c03d2.jpg,A man rides a bike down a trail in a pine forest .
2788628994_61123c03d2.jpg,A person on a bike rides through a wooded area .
2788628994_61123c03d2.jpg,Tall trees reach to the horizon as a cyclist navigates the way through the tangled roots .
2788628994_61123c03d2.jpg,The biker is riding through the woods .
2788652511_4f10060e07.jpg,A boy with an orange shirt lies on a bodyboard in the surf .
2788652511_4f10060e07.jpg,A child in orange is on a boogie board in the waves .
2788652511_4f10060e07.jpg,A young boy rides his boogie-board through the ocean spray .
2788652511_4f10060e07.jpg,A young child wearing a yellow wetsuit rides on a surfboard .
2788652511_4f10060e07.jpg,"The child is on a boogie board , with waves splashing around ."
2788945468_74a9618cfa.jpg,A man is posing in front of a brick wall that has framed pictures on it .
2788945468_74a9618cfa.jpg,A man is standing in front of an interior brick wall with pictures along the top .
2788945468_74a9618cfa.jpg,a middle aged man is standing next to a white wall underneath some catholic theme pictures .
2788945468_74a9618cfa.jpg,A smiling man in a check shirt stands below a row of religious pictures .
2788945468_74a9618cfa.jpg,Pictures on a white brick wall with a smiling man standing in front of the wall .
2789238858_14261dd25a.jpg,A dog racing around a track .
2789238858_14261dd25a.jpg,A dog racing on a track .
2789238858_14261dd25a.jpg,A greyhound with a muzzle runs on a racetrack .
2789238858_14261dd25a.jpg,A muzzled greyhound dog is running around a track .
2789238858_14261dd25a.jpg,a muzzled greyhound dog running around a track
2789350645_96a2535b4d.jpg,A big black poodle running on the grass with a toy in its mouth .
2789350645_96a2535b4d.jpg,A brown dog frolics in a field carrying a plush toy
2789350645_96a2535b4d.jpg,A curly brown dog runs across the lawn carrying a toy in its mouth .
2789350645_96a2535b4d.jpg,A dog jumps and catches a chew toy .
2789350645_96a2535b4d.jpg,The black dog is running on the grass with a toy in its mouth .
2789648482_1df61f224a.jpg,A boy jumps off a platform whilst two other boys stand and watch .
2789648482_1df61f224a.jpg,A child is jumping off a platform into a pool .
2789648482_1df61f224a.jpg,Three boys jumping off of a platform .
2789648482_1df61f224a.jpg,"Three children on diving board , with one jumping off ."
2789648482_1df61f224a.jpg,Two boys standing on top of a diving platform and one captured midair .
2789688929_9424fceed1.jpg,Two elderly females sitting on a white bench amongst trees .
2789688929_9424fceed1.jpg,Two elderly women sitting on a white bench .
2789688929_9424fceed1.jpg,Two older women sit on a park bench at the park .
2789688929_9424fceed1.jpg,Two older women sit on a white bench in a park .
2789688929_9424fceed1.jpg,Two senior women sit outside on a bench on a sunny day .
2789937754_5d1fa62e95.jpg,A group of people mill around while a man in a fish costume descends a staircase .
2789937754_5d1fa62e95.jpg,A group of people waiting in line for a game .
2789937754_5d1fa62e95.jpg,An overweight family with sling across bags stand near a group of people .
2789937754_5d1fa62e95.jpg,A woman in a red shirt stands by a man in a white shirt and a woman in a black shirt in front of a stairway .
2789937754_5d1fa62e95.jpg,People walk in a building near a set of stairs .
2790909995_8b7a03d9d1.jpg,A brown dog is running though some sand .
2790909995_8b7a03d9d1.jpg,A dog is jumping in some sand .
2790909995_8b7a03d9d1.jpg,"A dog running in the sand , grass in the background ."
2790909995_8b7a03d9d1.jpg,A dog running through the sand .
2790909995_8b7a03d9d1.jpg,A dog runs through sand .
2792195540_af5fb95caa.jpg,Above view of multiple people skydiving .
2792195540_af5fb95caa.jpg,A group of people are shown sky-diving as they fall through the sky .
2792195540_af5fb95caa.jpg,A sky jumper falls toward the sea and the earth .
2792195540_af5fb95caa.jpg,People are skydiving .
2792195540_af5fb95caa.jpg,Skydivers in formation .
2792212974_23b1ef05fa.jpg,A girl shakes her hair in a swimming pool .
2792212974_23b1ef05fa.jpg,"A person emerges from a pool of water , the water cascading from their hair ."
2792212974_23b1ef05fa.jpg,A person is in the water and throwing their hair back .
2792212974_23b1ef05fa.jpg,a woman swinging her head out of the water
2792212974_23b1ef05fa.jpg,Woman 's long wet hair gives off spray in water
279230262_e541f9b670.jpg,A black dog is in midair as a woman behind it cheers .
279230262_e541f9b670.jpg,A black dog leaps in the air while a woman yells in the background .
279230262_e541f9b670.jpg,a black dog running really fast with a blond woman running after him in the background .
279230262_e541f9b670.jpg,A woman in a blue shirt is running behind a black dog .
279230262_e541f9b670.jpg,woman running after dog
2792409624_2731b1072c.jpg,A black and white dog is drooling whilst walking on the grass .
2792409624_2731b1072c.jpg,A black and white dog is running through grass .
2792409624_2731b1072c.jpg,Black and White Dog runs across a lawn while drooling .
2792409624_2731b1072c.jpg,The black and white dog is running on the grass .
2792409624_2731b1072c.jpg,The black and white dog runs through the grass .
2795287622_da187a3e86.jpg,A girl jumping from a diving board into a pool
2795287622_da187a3e86.jpg,A girl jumping into a swimming pool
2795287622_da187a3e86.jpg,A girl jumps off of a diving board into a pool .
2795287622_da187a3e86.jpg,A little girl is jumping off the diving board into a pool .
2795287622_da187a3e86.jpg,A young girl in a pink and yellow bathing suit jumps from a diving board into a pool .
2795352290_9209b214f3.jpg,A little girl screams while wearing bows in her hair .
2795352290_9209b214f3.jpg,A small girl with colorful barettes in her hair yawns .
2795352290_9209b214f3.jpg,A toddler with colorful hairclips yawns at the window .
2795352290_9209b214f3.jpg,A young girl with hair ribbons yawning .
2795352290_9209b214f3.jpg,Girl screaming with bows in her hair .
279550225_d64d56158a.jpg,A man shows off his tongue ring while posing with a girl .
279550225_d64d56158a.jpg,"A man sticks his tongue out at the camera , a woman smirks at it ."
279550225_d64d56158a.jpg,Man with a pierced tongue next to a woman .
279550225_d64d56158a.jpg,The man and woman are sitting together and smiling .
279550225_d64d56158a.jpg,Young man shows his tongue piercing while a woman stands next to him
2795866891_7559fd8422.jpg,A boy in shorts doing a skateboard trick .
2795866891_7559fd8422.jpg,A man does skateboard tricks in a parking lot at night .
2795866891_7559fd8422.jpg,a skateboarder grinds a curb .
2795866891_7559fd8422.jpg,a skateboarder is riding his board along the boundary stone of a parking lot .
2795866891_7559fd8422.jpg,A skateboard is grinding on a curb with his skateboard .
2796801478_8ebd7e550b.jpg,A man rides his skateboard with his shadow falling on a wall covered in graffiti .
2796801478_8ebd7e550b.jpg,A skateboarder grinding a lip .
2796801478_8ebd7e550b.jpg,A skateboarder is jumping through the air in front of a graffiti covered wall .
2796801478_8ebd7e550b.jpg,A skateboarder performs a skateboard trick against a graffiti wall .
2796801478_8ebd7e550b.jpg,A skateboarder performs tricks on a ramp in front of a wall with graffiti .
2797149878_bb8e27ecf9.jpg,A blond boy in a dark hoodie is holding a fishing rod .
2797149878_bb8e27ecf9.jpg,A boy on the beach casts a fishing pole in the water .
2797149878_bb8e27ecf9.jpg,A little boy is holding a fishing rod .
2797149878_bb8e27ecf9.jpg,A young boy wearing a black hoodie is holding a fishing pole .
2797149878_bb8e27ecf9.jpg,A young male holding a fishing pole .
2797185895_4d9e1e9508.jpg,A red boat is paddled down the rapids by two people .
2797185895_4d9e1e9508.jpg,Two canooers paddle through some rapids .
2797185895_4d9e1e9508.jpg,Two people in jackets are rowing a canoe down a river .
2797185895_4d9e1e9508.jpg,Two people rafting down a river near pine trees .
2797185895_4d9e1e9508.jpg,Two people row a boat past rocks in water .
2797188545_aeb26c54c0.jpg,A couple in a red canoe paddle down a rough river lined with trees .
2797188545_aeb26c54c0.jpg,Two paddlers in a red canoe approach a couple of large rocks in the rushing river with conifers in the background .
2797188545_aeb26c54c0.jpg,Two people are in a canoe .
2797188545_aeb26c54c0.jpg,Two people canoeing down a river in a red canoe .
2797188545_aeb26c54c0.jpg,Two people paddle a canoe down a rough stretch of river near a pine forest .
279728508_6bd7281f3c.jpg,A boy jumps into water fully clothed .
279728508_6bd7281f3c.jpg,A boy jumps into water while another watches .
279728508_6bd7281f3c.jpg,A boys jumps in the water while another boy looks on .
279728508_6bd7281f3c.jpg,A kid jumps over a small waterful while another boy looks on .
279728508_6bd7281f3c.jpg,Two boys playing in a lake .
2797438951_88a3ed7541.jpg,A girl in a green bathing suit jumps off a building into a lake .
2797438951_88a3ed7541.jpg,A girl in a green bathing suit leaping into a lake .
2797438951_88a3ed7541.jpg,A woman in a blue bathing suit is jumping off a dock into a lake .
2797438951_88a3ed7541.jpg,A woman jumping into a lake
2797438951_88a3ed7541.jpg,The girl is leaping into the lake .
2797511323_bf20acab45.jpg,A pale tan dog with a ball in its mouth waking in grass .
2797511323_bf20acab45.jpg,A white dog carries a white ball in its mouth .
2797511323_bf20acab45.jpg,A white dog is carrying a ball across the grass nearby a fence .
2797511323_bf20acab45.jpg,The dog is holding a ball in his mouth .
2797511323_bf20acab45.jpg,The white dog has a ball in its mouth .
2798651021_2566f2a47e.jpg,A guy sitting on the side of the road playing an accordion .
2798651021_2566f2a47e.jpg,A man is playing the accordion in an empty park .
2798651021_2566f2a47e.jpg,A man sits by a driveway in front of a white building playing an accordion .
2798651021_2566f2a47e.jpg,A man with an accordion sitting alongside a path .
2798651021_2566f2a47e.jpg,Older man playing accordion on a street .
2798880731_4f51634374.jpg,A dad celebrates a birthday with his family via web cam .
2798880731_4f51634374.jpg,A woman and two children talk on a web cam to a man . Looks like a birthday party .
2798880731_4f51634374.jpg,A woman and two little girls celebrate a birthday with a man over a web cam .
2798880731_4f51634374.jpg,A woman sits with two children while a picture of a man is on the computer on the table .
2798880731_4f51634374.jpg,"A woman with two children , a cake , and a laptop ."
279901198_e7a88c855a.jpg,A brown dog being chased in a rural area
279901198_e7a88c855a.jpg,A few brown dogs play in some dirt near woods .
279901198_e7a88c855a.jpg,a group of dogs running outside down a dirt trail .
279901198_e7a88c855a.jpg,The dogs are running outdoors near a wooded area .
279901198_e7a88c855a.jpg,Two brown dogs run along a gravel road while another dog watches .
2799871904_3b3125518a.jpg,A gray haired woman in a yellow shirt sitting under a blue sign .
2799871904_3b3125518a.jpg,An older woman sits under a sign advertising a 3 slice special .
2799871904_3b3125518a.jpg,A woman facing down is sitting under an advertisment .
2799871904_3b3125518a.jpg,A woman sits underneath a sale sign .
2799871904_3b3125518a.jpg,A woman wearing a yellow shirt sits on a wooden bench .
2800004913_c8394ba332.jpg,A girl plays in the surf at the beach .
2800004913_c8394ba332.jpg,A kid in an ocean rides a wave .
2800004913_c8394ba332.jpg,A little girl is jumping into a breaking wave on the beach .
2800004913_c8394ba332.jpg,a young man playing in a wave at the beach
2800004913_c8394ba332.jpg,This boy is spreading his arms while playing in the water .
2800758232_d7fa598065.jpg,A man and a woman are staring into the ocean .
2800758232_d7fa598065.jpg,A man looking at a woman looking at water .
2800758232_d7fa598065.jpg,a young couple staring in front of the ocean .
2800758232_d7fa598065.jpg,Two people looking at a rocky view
2800758232_d7fa598065.jpg,Two women in coats look out into the surf .
2800934095_b84a5009dd.jpg,A dachshund returning a tennis ball .
2800934095_b84a5009dd.jpg,A dog is running through a low-cut field with a ball .
2800934095_b84a5009dd.jpg,A little brown dog has a ball in its mouth .
2800934095_b84a5009dd.jpg,A weiner dog catches a blue and yellow tennis ball .
2800934095_b84a5009dd.jpg,The small brown dog is running through the grass with a yellow ball in its mouth .
2800990525_a1f8427272.jpg,A man is walking in the street with sunglasses on top of his head .
2800990525_a1f8427272.jpg,A man poses outside of some buildings .
2800990525_a1f8427272.jpg,A man stands next to signs for the wharfs .
2800990525_a1f8427272.jpg,A man with sunglasses on his head is standing by signs for the Wharf and ferry terminal .
2800990525_a1f8427272.jpg,A man with sunglasses on his head poses for a picture near the wharf .
2801146217_03a0b59ccb.jpg,A man and a woman relaxing after a workout
2801146217_03a0b59ccb.jpg,A man and a woman resting after exercise .
2801146217_03a0b59ccb.jpg,A man with his shirt off sweats profusely as he takes a break by a wall .
2801146217_03a0b59ccb.jpg,There is a shirtless man leaning against a wall and a woman in a red shirt with her back to him .
2801146217_03a0b59ccb.jpg,Two people stand against a wall after a workout .
2801851082_8c3c480c0f.jpg,A blond boy with a rubber innertube over his shoulder .
2801851082_8c3c480c0f.jpg,A boy holding a float .
2801851082_8c3c480c0f.jpg,A boy plays with a water tube .
2801851082_8c3c480c0f.jpg,A kid without a shirt uses an innertube for shade .
2801851082_8c3c480c0f.jpg,A young blond boy with long hair with a large innertube drapped around his body
2802337003_56e555cd30.jpg,A boy wearing brown shorts pouring water over his head .
2802337003_56e555cd30.jpg,A child in a standing in a stream dumps a bucket of water on his or her head .
2802337003_56e555cd30.jpg,A person is taking a blue bucket full of water and pouring it over themselves .
2802337003_56e555cd30.jpg,A young boy dumping a pail of water over his head .
2802337003_56e555cd30.jpg,A young child is standing in a river pouring a large green bucket of water over his head .
2804374083_311f98f5f2.jpg,A girl in a pink bikini screaming at the end of a water slide emerging into a pool .
2804374083_311f98f5f2.jpg,A girl laughing on a water slide .
2804374083_311f98f5f2.jpg,A young girl in a pink bikini laughs at the bottom of a water slide .
2804374083_311f98f5f2.jpg,A young girl in a pink swimsuit at the bottom of a water slide .
2804374083_311f98f5f2.jpg,Child in swimsuit squints and opens mouth as she lands at water slide bottom .
2804851816_9aae9071ca.jpg,A brown dog has a ball in his mouth while playing in the fence .
2804851816_9aae9071ca.jpg,A brown dog runs with a toy in his mouth through long green grass .
2804851816_9aae9071ca.jpg,"The brown dog is running through a field , with a ball in its mouth ."
2804851816_9aae9071ca.jpg,The brown dog is running through the dry grass with a ball in its mouth .
2804851816_9aae9071ca.jpg,The brown dog with pointy ears is holding a ball in its mouth .
2805101709_1c8916f63a.jpg,A blonde girl climbing on a play set .
2805101709_1c8916f63a.jpg,A girl playing on a playground
2805101709_1c8916f63a.jpg,A girl wearing a dress holds on to both rails of the climbing frame .
2805101709_1c8916f63a.jpg,A young girl hanging from a jungle gym .
2805101709_1c8916f63a.jpg,Girl in dress hanging on orange rails
2805822564_6dee48e506.jpg,"A teenage girl running on a beach shouting , with an older man walking behind her ."
2805822564_6dee48e506.jpg,a young child running along the shore at a beach
2805822564_6dee48e506.jpg,A young girl plays in the sand on a beach .
2805822564_6dee48e506.jpg,"Child yelling and walking across sand , another figure and ocean in background ."
2805822564_6dee48e506.jpg,The girl is running on the sand near the beach .
2805873509_4f68afc4b4.jpg,A guy with a backpack on .
2805873509_4f68afc4b4.jpg,A hiker is standing by a mound of rocks on the path .
2805873509_4f68afc4b4.jpg,A man hikes up a rocky hill .
2805873509_4f68afc4b4.jpg,A man with a backpack on a hill next to a rock outcroping .
2805873509_4f68afc4b4.jpg,A man with a backpack stands beside a rock .
2806632713_edd6f6c893.jpg,A person belted into a bungee-jumping ride in midair .
2806632713_edd6f6c893.jpg,A person is flipping upside down while attached to some bungee cords .
2806632713_edd6f6c893.jpg,A person is suspended by wires and poles against a blue sky .
2806632713_edd6f6c893.jpg,A person wearing a white shirt and blue shorts with cables attached to him .
2806632713_edd6f6c893.jpg,A shoeless strapped in individual jumping with rubber bands attached is airborne .
2806710650_e201acd913.jpg,A person in a red striped hooded sweatshirt and jeans shorts walking on a grassy hill .
2806710650_e201acd913.jpg,A person wearing a striped shirt is walking on a hill .
2806710650_e201acd913.jpg,A woman in a striped sweater is standing on a hill .
2806710650_e201acd913.jpg,A woman walking across a hill with dark clouds in the background .
2806710650_e201acd913.jpg,One person with a pink and black striped shirt and white shorts walking up a hill .
280706862_14c30d734a.jpg,"A black dog emerges from the water onto the sand , holding a white object in its mouth ."
280706862_14c30d734a.jpg,A black dog emerges from the water with a white ball in its mouth .
280706862_14c30d734a.jpg,A black dog on a beach carrying a ball in its mouth .
280706862_14c30d734a.jpg,a black dog walking out of the water with a white ball in his mouth .
280706862_14c30d734a.jpg,The black dog jumps out of the water with something in its mouth .
2807177340_bc85291df5.jpg,A boy playing on a playground
2807177340_bc85291df5.jpg,A boys plays at the playground .
2807177340_bc85291df5.jpg,A child in jeans and a t-shirt hangs from monkey-bars at a playground .
2807177340_bc85291df5.jpg,African-american boy is playing on playground .
2807177340_bc85291df5.jpg,A smiling boy hangs onto a zip-line structure at a playground .
2807209904_389d81f33a.jpg,a group of policeman in front of a glass building
2807209904_389d81f33a.jpg,A group of policemen are standing outside of a building .
2807209904_389d81f33a.jpg,A group of police officers outside a city building .
2807209904_389d81f33a.jpg,a group of police officers patroling the streets with a building in the background
2807209904_389d81f33a.jpg,Policemen are gathered around a glass building .
2808098783_c56b44befa.jpg,A brown and white dog is licking a dog that looks very similar .
2808098783_c56b44befa.jpg,A brown and white dog is licking a small brown terrier .
2808098783_c56b44befa.jpg,Two blurry dogs .
2808098783_c56b44befa.jpg,Two brown and white dogs are standing on a sidewalk .
2808098783_c56b44befa.jpg,Two small brown and white dogs stand together .
2808870080_4ea4f3327e.jpg,A brown dog is by a fence where a brown cow is .
2808870080_4ea4f3327e.jpg,a brown dog is sniffing the ground by a cow that is standing behind a wooden fence .
2808870080_4ea4f3327e.jpg,A brown dog sniffing at the fence of a brown bull .
2808870080_4ea4f3327e.jpg,A dog and cow standing at a fence .
2808870080_4ea4f3327e.jpg,a dog sniffing the brushes while a bull looks on
280932151_ae14a67be5.jpg,A white dog running from a wooded area .
280932151_ae14a67be5.jpg,A white dog running through woods .
280932151_ae14a67be5.jpg,A white dog runs toward the camera .
280932151_ae14a67be5.jpg,Dog runs through trees toward camera
280932151_ae14a67be5.jpg,The white dog looks happy running .
2809793070_1a3387cd6e.jpg,Three black dogs are on a beach .
2809793070_1a3387cd6e.jpg,Three black dogs playing on the beach .
2809793070_1a3387cd6e.jpg,Three black dogs play on sand outside .
2809793070_1a3387cd6e.jpg,three dogs playing on a beach
2809793070_1a3387cd6e.jpg,Three large black dogs are playing on the shore near the ocean .
2810333931_47fd8dd340.jpg,A group of children carrying poles and swords .
2810333931_47fd8dd340.jpg,A group of kids stand in a row holding sticks and swords .
2810333931_47fd8dd340.jpg,"Children group together in front of a crowd , holding long sticks ."
2810333931_47fd8dd340.jpg,Kids standing in a line with family watching in the background
2810333931_47fd8dd340.jpg,There is a group of 8 young children holding sticks while standing in the grass .
2810412010_f8b3bc1207.jpg,"A person with long hair emerging from a pool of water , their hair whipping around , and water cascading from the hair ."
2810412010_f8b3bc1207.jpg,A woman is flinging water with her hair .
2810412010_f8b3bc1207.jpg,A woman is throwing her wet hair back creating a pattern with the dripping water .
2810412010_f8b3bc1207.jpg,A woman whips her hair out of the water .
2810412010_f8b3bc1207.jpg,The spray from water ejected by a woman 's hair is reflecting the sunlight .
2812125355_5e11a76533.jpg,A boy eats with chopsticks .
2812125355_5e11a76533.jpg,A little boy is eating a piece of sushi with his chopsticks .
2812125355_5e11a76533.jpg,An Asian boy eats with chopsticks .
2812125355_5e11a76533.jpg,A young boy eats food with chopsticks .
2812125355_5e11a76533.jpg,The little boy wearing the blue shirt is eating with chopsticks .
2812590023_50182bc417.jpg,A Budweiser-sponsored race car accelerates quickly with smoke behind it .
2812590023_50182bc417.jpg,A dragster is taking off and leaving a huge trail of smoke behind him .
2812590023_50182bc417.jpg,A man is photographing a Budweiser sprint car at a speedway smoking its tires .
2812590023_50182bc417.jpg,Red racing car on track blowing smoke
2812590023_50182bc417.jpg,Smoke is spewing out of the back of a red race car on a racetrack .
2813033949_e19fa08805.jpg,A black and white dog jumping for a ball .
2813033949_e19fa08805.jpg,A black and white dog jumps for a tennis ball .
2813033949_e19fa08805.jpg,A white and black dog is jumping in the air trying to catch a tennis ball .
2813033949_e19fa08805.jpg,A white and black dog is playing with a tennis ball near flowers .
2813033949_e19fa08805.jpg,There is a white and black dog jumping off the ground trying to catch a ball .
2813588204_69fe7deb14.jpg,Two brown dogs race on a track .
2813588204_69fe7deb14.jpg,Two dogs are racing and have muzzles on their mouths .
2813588204_69fe7deb14.jpg,two dogs race around the course .
2813588204_69fe7deb14.jpg,Two dogs wearing racing equipment are running on muddy ground .
2813588204_69fe7deb14.jpg,Two racing dogs run in the mud .
2813784259_d201044d71.jpg,A boy wearing a white headband is kicking a soccer ball down the field .
2813784259_d201044d71.jpg,A player kicks the soccer ball from the corner of the field .
2813784259_d201044d71.jpg,A soccer game is going on at sundown .
2813784259_d201044d71.jpg,A soccer player is kicking a soccer ball .
2813784259_d201044d71.jpg,"At dusk , a soccer player kicks the ball off the sidelines ."
2813992915_f732cf8539.jpg,A man is doing tricks on a bicycle on ramps in front of a crowd .
2813992915_f732cf8539.jpg,A man on a bike executes a jump as part of a competition while the crowd watches .
2813992915_f732cf8539.jpg,A man rides a yellow bike over a ramp while others watch .
2813992915_f732cf8539.jpg,Bike rider jumping obstacles .
2813992915_f732cf8539.jpg,Bmx biker Jumps off of ramp
2814028429_561a215259.jpg,A boy balances on something inflatable
2814028429_561a215259.jpg,A boy tries to keep his balance while standing on two floating devices while two others watch .
2814028429_561a215259.jpg,A kid wearing safety gear stands on some material in the water .
2814028429_561a215259.jpg,Little kids play in the water while their friend poses on top of their raft .
